id	filename	md5	size	state
7ede6f6e-2819-40a4-addf-59247afbaa97	jhu-usc.edu_BRCA.HumanMethylation27.1.lvl-3.TCGA-A8-A079-01A-21D-A00Y-05.gdc_hg38.txt	1cb4b9dccb857f6c9daaa9e102d371ee	9949739	live
78bf883e-7bfe-4670-af9a-977feab5b825	jhu-usc.edu_BRCA.HumanMethylation27.2.lvl-3.TCGA-A8-A0AB-01A-11D-A032-05.gdc_hg38.txt	81c716428261f8684e18a6deba4aa3e2	9951432	live
269c29ff-2245-498a-9b07-911e8b3a5dfc	jhu-usc.edu_BRCA.HumanMethylation450.36.lvl-3.TCGA-E9-A5FL-01A-11D-A27Y-05.gdc_hg38.txt	db9ef7954b7fa6cbf2d0e2176e218237	141293189	live
e998ef1f-87f1-45ab-b7e6-09a2e76dbd27	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-EW-A1J6-01A-11D-A13K-05.gdc_hg38.txt	817185be0782e691bc75d0fc68226111	141294459	live
744a527e-95bf-4215-8aa6-f3d50fca5186	jhu-usc.edu_BRCA.HumanMethylation27.4.lvl-3.TCGA-BH-A18N-11A-43D-A12E-05.gdc_hg38.txt	7696817601310d31804cb343ac06d2c3	9951435	live
605073cd-6872-4f29-ac5c-0f933bdc8849	jhu-usc.edu_BRCA.HumanMethylation450.6.lvl-3.TCGA-AO-A03N-01B-11D-A10N-05.gdc_hg38.txt	aa5a7490c4cc023b1406bd1399b74a7b	141276316	live
74bdeb6f-7f5e-49aa-95dd-1b7a717ba247	jhu-usc.edu_BRCA.HumanMethylation450.3.lvl-3.TCGA-A8-A08O-01A-21D-A10P-05.gdc_hg38.txt	225b9b4fae4d5b8bc79616910719ff71	141279666	live
fd13038a-55c8-4575-bb91-14eb65f4e57d	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-AO-A1KT-01A-11D-A13K-05.gdc_hg38.txt	013fa6c6bc63e85c0a8baeb76d70441f	141281324	live
054d66f1-2e6b-4dce-b596-b5258abe9f72	jhu-usc.edu_BRCA.HumanMethylation450.32.lvl-3.TCGA-AC-A6IV-01A-12D-A33F-05.gdc_hg38.txt	694a6055d88f22dbec3b18d503dec1ea	141276664	live
02b316d5-0fc7-485c-b9ec-a65322f999dd	jhu-usc.edu_BRCA.HumanMethylation450.13.lvl-3.TCGA-B6-A1KI-01A-11D-A14N-05.gdc_hg38.txt	95a1daea3a05024f58f618a99334b8e1	141290052	live
b8cc506b-d256-4735-8863-8ffc0c84ec3c	jhu-usc.edu_BRCA.HumanMethylation450.5.lvl-3.TCGA-A2-A0YM-01A-11D-A10A-05.gdc_hg38.txt	2fbd3a89ebcbae2ddb7090f43e72077b	141284815	live
